Orthogroup	A_hypochondriacus.proteins	S_lycopersicum.proteins
OG0009835	AH016498-RA	Solyc02g065580.3.1
OG0009836	AH018218-RA, AH011411-RA	Solyc08g077980.3.1
OG0009837	AH004775-RA	Solyc02g078970.3.1
OG0009838	AH010763-RA	Solyc09g055460.2.1
OG0009839	AH004354-RA	Solyc05g007680.1.1
OG0009840	AH011405-RA	Solyc06g060850.3.1, Solyc08g078140.3.1
OG0009841	AH017548-RA	Solyc06g069650.3.1, Solyc03g115610.3.1
OG0009842	AH004682-RA	Solyc01g010440.3.1
OG0009843	AH005011-RA	Solyc05g012870.1.1, Solyc01g010990.2.1
OG0009844	AH020187-RA	Solyc03g118640.3.1
OG0009845	AH004032-RA	Solyc05g012120.3.1
OG0009846	AH006289-RA	Solyc02g094150.3.1
OG0009847	AH018510-RA	Solyc08g075680.3.1
OG0009848	AH018476-RA	Solyc08g076200.3.1
OG0009849	AH001073-RA, AH001075-RA	Solyc02g014225.1.1, Solyc02g014220.3.1
OG0009850	AH018312-RA	Solyc01g090440.2.1
OG0009851	AH004337-RA, AH005006-RA	Solyc05g012710.3.1
OG0009852	AH004783-RA, AH004423-RA	Solyc05g005320.1.1, Solyc04g026250.1.1
OG0009853	AH013597-RA	Solyc08g081430.3.1
OG0009854	AH015962-RA	Solyc06g072440.3.1, Solyc03g097970.3.1
OG0009855	AH000008-RA	Solyc02g014860.3.1
OG0009856	AH002770-RA	Solyc06g071170.3.1
OG0009857	AH015732-RA	Solyc02g067550.1.1, Solyc02g087465.1.1
OG0009858	AH000076-RA	Solyc04g015180.3.1
OG0009859	AH013059-RA	Solyc06g072130.3.1, Solyc03g019820.3.1
OG0009860	AH011513-RA	Solyc02g021140.3.1
OG0009861	AH004644-RA	Solyc04g005090.3.1
OG0009862	AH020570-RA	Solyc06g071380.3.1
OG0009863	AH005384-RA	Solyc05g009390.3.1
OG0009864	AH005208-RA, AH004559-RA	Solyc01g009990.3.1
OG0009865	AH010255-RA	Solyc02g086830.3.1
OG0009866	AH007843-RA	Solyc02g081410.3.1
OG0009867	AH005399-RA	Solyc05g009470.3.1
OG0009868	AH017511-RA	Solyc03g115140.3.1, Solyc03g115120.1.1
OG0009869	AH006257-RA	Solyc01g020240.3.1
OG0009870	AH008704-RA	Solyc04g074640.3.1
OG0009871	AH010704-RA	Solyc02g081320.3.1
OG0009872	AH010933-RA	Solyc03g119110.3.1, Solyc06g069000.3.1
OG0009873	AH012905-RA	Solyc01g096600.3.1
OG0009874	AH006338-RA	Solyc04g008980.3.1
OG0009875	AH018172-RA	Solyc05g007840.3.1
OG0009876	AH017074-RA	Solyc06g073700.3.1
OG0009877	AH019384-RA	Solyc03g058880.3.1
OG0009878	AH003504-RA	Solyc11g011150.2.1
OG0009879	AH005102-RA	Solyc01g010700.3.1
OG0009880	AH017653-RA	Solyc03g113590.3.1
OG0009881	AH022835-RA	Solyc02g091280.3.1
OG0009882	AH015774-RA	Solyc02g067360.3.1
OG0009883	AH000782-RA	Solyc02g085790.3.1, Solyc02g063090.3.1
OG0009884	AH007266-RA	Solyc11g007630.2.1, Solyc11g007730.2.1
OG0009885	AH001446-RA	Solyc10g007840.3.1
OG0009886	AH018783-RA	Solyc08g005560.3.1, Solyc08g075520.3.1
OG0009889	AH023205-RA	Solyc08g059710.3.1
OG0009890	AH010130-RA, AH011248-RA, AH020656-RA, AH011384-RA, AH006102-RA, AH023552-RA, AH013690-RA, AH014180-RA, AH020881-RA, AH005904-RA, AH011535-RA	Solyc12g062457.1.1, Solyc05g026317.1.1
OG0009892	AH015419-RA	Solyc09g066380.2.1
OG0009892	AH016329-RA	Solyc01g056460.1.1, Solyc03g020100.2.1, Solyc05g008810.3.1
OG0009893	AH015545-RA, AH015448-RA	Solyc11g056270.2.1, Solyc03g013220.1.1, Solyc11g030880.1.1, Solyc09g056070.1.1
OG0009895	AH010588-RA, AH010589-RA	Solyc01g098240.2.1
OG0009896	AH009936-RA	Solyc07g064220.1.1, Solyc07g064210.2.1
OG0009897	AH009237-RA	Solyc01g094180.3.1
OG0009898	AH019746-RA, AH011875-RA	Solyc03g080090.3.1, Solyc06g073050.2.1
OG0009900	AH012884-RA	Solyc09g074310.3.1
OG0009901	AH012517-RA	Solyc09g014980.3.1
OG0009902	AH015223-RA	Solyc02g078290.3.1, Solyc02g078280.3.1
OG0009904	AH015135-RA	Solyc02g079390.3.1
OG0009905	AH014684-RA	Solyc03g123800.2.1
OG0009906	AH003975-RA, AH006144-RA	Solyc03g044230.1.1
OG0009908	AH011260-RA	Solyc08g081350.2.1
OG0009910	AH006486-RA	Solyc04g015990.2.1
OG0009911	AH006623-RA	Solyc10g078170.2.1
OG0009912	AH004058-RA	Solyc12g033130.2.1
OG0009913	AH002392-RA	Solyc10g007580.1.1, Solyc07g056600.1.1
OG0009914	AH001566-RA	Solyc06g062370.3.1, Solyc06g062375.1.1, Solyc06g062380.3.1, Solyc06g062390.3.1, Solyc03g121100.3.1
OG0009954	AH020139-RA	Solyc01g080180.3.1
OG0009955	AH003089-RA	Solyc06g005475.1.1
OG0009956	AH021769-RA	Solyc01g007750.3.1
OG0009959	AH011801-RA	Solyc05g053280.3.1
OG0009960	AH015443-RA	Solyc10g049590.1.1, Solyc12g017750.2.1
OG0009961	AH022204-RA	Solyc06g008020.3.1
OG0009962	AH005029-RA	Solyc12g018990.2.1
OG0009963	AH012643-RA, AH000887-RA	Solyc03g119490.3.1
OG0009964	AH020138-RA	Solyc06g054420.3.1
OG0009965	AH014243-RA	Solyc01g079820.3.1
OG0009966	AH019102-RA	Solyc02g081310.3.1
OG0009968	AH020214-RA	Solyc09g090750.3.1
OG0009969	AH013248-RA	Solyc11g068460.2.1
OG0009970	AH006601-RA, AH020504-RA	Solyc10g077130.1.1
OG0009971	AH006545-RA	Solyc12g098710.2.1
OG0009972	AH012806-RA	Solyc09g005930.3.1
OG0009973	AH021801-RA	Solyc10g083270.3.1
OG0009974	AH014377-RA	Solyc01g103720.3.1
OG0009975	AH010719-RA	Solyc01g080300.3.1
OG0009978	AH007067-RA	Solyc01g079840.3.1
OG0009979	AH016652-RA	Solyc01g087180.3.1
OG0009980	AH008504-RA	Solyc01g098100.2.1
OG0009981	AH007201-RA	Solyc06g053600.3.1, Solyc06g053585.1.1
OG0009982	AH004189-RA	Solyc01g057280.2.1, Solyc07g005640.3.1
OG0009983	AH006421-RA	Solyc02g083950.3.1
OG0009984	AH010821-RA	Solyc01g097300.3.1
OG0009985	AH011705-RA	Solyc11g013430.2.1, Solyc11g013400.2.1
OG0009988	AH007077-RA, AH019557-RA	Solyc09g098110.3.1
OG0009990	AH011807-RA	Solyc11g008870.2.1, Solyc05g055730.3.1
OG0009992	AH012902-RA	Solyc06g084360.3.1
OG0009993	AH013815-RA	Solyc06g076980.3.1
OG0009994	AH016439-RA	Solyc06g051790.3.1
OG0009995	AH021991-RA	Solyc09g007750.3.1
OG0009996	AH015716-RA	Solyc01g068180.3.1
OG0009998	AH006753-RA	Solyc04g016080.2.1
OG0010000	AH006814-RA	Solyc03g051780.2.1
OG0010001	AH022819-RA	Solyc12g010220.2.1
OG0010002	AH000377-RA	Solyc01g112370.3.1, Solyc01g086860.3.1
OG0010003	AH017812-RA	Solyc09g065580.3.1
OG0010004	AH014246-RA	Solyc02g080790.3.1, Solyc02g080800.3.1
OG0010005	AH018963-RA, AH015658-RA	Solyc01g022750.3.1
OG0010007	AH013800-RA	Solyc03g119430.3.1
OG0010008	AH022332-RA, AH013402-RA	Solyc06g082450.1.1, Solyc01g090870.1.1
OG0010009	AH012717-RA	Solyc01g099260.3.1
OG0010010	AH008234-RA	Solyc12g043020.2.1, Solyc05g053540.3.1
OG0010012	AH022170-RA	Solyc06g084480.3.1, Solyc09g074420.3.1
OG0010014	AH022437-RA	Solyc09g031780.3.1
OG0010015	AH012906-RA, AH012904-RA	Solyc09g064850.3.1
OG0010016	AH020165-RA	Solyc01g067660.3.1
OG0010017	AH015617-RA, AH015620-RA	Solyc11g022620.1.1, Solyc09g015310.2.1, Solyc09g015270.2.1
OG0010018	AH021970-RA, AH019176-RA	Solyc10g081130.2.1, Solyc10g077030.2.1
OG0010019	AH012607-RA	Solyc04g005630.3.1
OG0010020	AH020293-RA	Solyc06g005380.3.1
OG0010021	AH011634-RA	Solyc12g014280.2.1, Solyc09g005270.3.1
OG0010022	AH007523-RA, AH007524-RA, AH007525-RA	Solyc01g110960.3.1
OG0010024	AH016361-RA	Solyc03g096300.3.1
OG0010025	AH017800-RA	Solyc09g065710.1.1
OG0010026	AH013103-RA, AH022196-RA	Solyc01g060430.1.1, Solyc09g059570.3.1
OG0010027	AH000227-RA	Solyc01g089860.2.1, Solyc01g089855.1.1
OG0010028	AH013602-RA	Solyc09g056430.3.1
OG0010029	AH010446-RA, AH010445-RA	Solyc01g098830.3.1
OG0010030	AH012773-RA, AH022000-RA	Solyc10g086210.2.1
OG0010031	AH022559-RA	Solyc07g007700.2.1
OG0010032	AH000721-RA, AH002402-RA	Solyc10g074680.2.1
OG0010033	AH006580-RA	Solyc12g044640.2.1, Solyc03g121210.3.1
OG0010034	AH005981-RA	Solyc09g098230.3.1
OG0010035	AH016974-RA	Solyc04g064750.2.1
OG0010036	AH016465-RA, AH022954-RA	Solyc06g005480.3.1
OG0010039	AH002034-RA	Solyc02g081810.3.1
OG0010040	AH009673-RA	Solyc01g094760.3.1
OG0010041	AH002205-RA	Solyc10g054860.2.1
OG0010042	AH012699-RA, AH019201-RA	Solyc10g085820.2.1
OG0010043	AH013171-RA, AH022482-RA	Solyc08g066070.1.1
OG0010044	AH018280-RA	Solyc08g075110.2.1
OG0010046	AH006560-RA	Solyc03g051960.3.1
OG0010048	AH012966-RA, AH022106-RA	Solyc01g096800.3.1
OG0010049	AH013964-RA	Solyc07g007660.1.1
OG0010050	AH019836-RA	Solyc08g023493.1.1, Solyc09g082780.3.1
OG0010051	AH020315-RA, AH006866-RA	Solyc10g080530.2.1
OG0010052	AH006912-RA	Solyc07g042510.3.1, Solyc01g080330.3.1
OG0010053	AH020464-RA, AH006710-RA	Solyc10g079480.1.1, Solyc04g040190.1.1
OG0010054	AH006813-RA, AH020357-RA	Solyc02g085540.1.1
OG0010055	AH004015-RA, AH004014-RA	Solyc06g054260.1.1
OG0010056	AH020275-RA	Solyc03g063240.3.1
OG0010058	AH012931-RA	Solyc09g075000.3.1
OG0010059	AH007006-RA	Solyc04g050760.3.1
OG0010060	AH006990-RA	Solyc09g090690.3.1
OG0010063	AH006225-RA	Solyc04g025910.1.1, Solyc05g056470.1.1
OG0010064	AH019323-RA	Solyc02g069800.1.1
OG0010065	AH008599-RA	Solyc05g051070.3.1
OG0010066	AH002413-RA	Solyc10g047370.2.1
OG0010067	AH023705-RA	Solyc04g081955.1.1
OG0010068	AH008632-RA	Solyc04g058200.3.1
OG0010069	AH009473-RA	Solyc10g074560.2.1
OG0010070	AH010635-RA	Solyc11g005950.2.1
OG0010071	AH000738-RA	Solyc01g112160.3.1
OG0010072	AH009262-RA	Solyc04g080670.3.1
OG0010073	AH008809-RA	Solyc03g113780.3.1
OG0010074	AH017197-RA	Solyc02g083270.4.1
OG0010075	AH008618-RA	Solyc04g079290.3.1
OG0010076	AH008869-RA	Solyc06g060340.3.1
OG0010077	AH023548-RA	Solyc12g056730.1.1, Solyc00g009090.3.1
OG0010078	AH017002-RA	Solyc11g008970.1.1
OG0010079	AH020543-RA	Solyc02g062680.3.1
OG0010080	AH005858-RA, AH003974-RA	Solyc11g010360.2.1, Solyc05g051440.1.1, Solyc04g014230.1.1
OG0010081	AH006146-RA	Solyc02g093020.3.1
OG0010082	AH023702-RA	Solyc12g094390.1.1, Solyc04g081960.1.1
OG0010083	AH014253-RA	Solyc01g087650.3.1
OG0010085	AH006173-RA	Solyc02g092810.3.1
OG0010086	AH005702-RA	Solyc03g044020.3.1
OG0010087	AH010645-RA	Solyc01g068290.3.1
OG0010088	AH004945-RA	Solyc02g082970.1.1
OG0010089	AH003736-RA	Solyc02g090870.1.1
OG0010090	AH008548-RA	Solyc04g072010.3.1
OG0010091	AH000137-RA	Solyc07g045510.3.1, Solyc07g045500.1.1
OG0010093	AH008870-RA	Solyc04g071630.3.1
OG0010095	AH001534-RA	Solyc05g050570.3.1
OG0010096	AH003621-RA	Solyc02g083500.3.1
OG0010097	AH022310-RA, AH013433-RA	Solyc04g074160.2.1
OG0010099	AH001614-RA	Solyc01g100100.3.1, Solyc01g100095.1.1
OG0010100	AH016222-RA	Solyc03g078080.3.1
OG0010101	AH003940-RA, AH003936-RA	Solyc04g011900.3.1
OG0010102	AH019729-RA	Solyc03g081220.1.1
OG0010103	AH019935-RA	Solyc11g012940.2.1
OG0010104	AH003938-RA, AH003937-RA	Solyc04g053120.3.1
OG0010105	AH006207-RA	Solyc11g005660.2.1
OG0010106	AH023674-RA	Solyc04g082250.3.1
OG0010107	AH003631-RA	Solyc11g010940.2.1
OG0010108	AH012510-RA	Solyc04g008800.3.1
OG0010109	AH008987-RA	Solyc11g013083.1.1
OG0010112	AH003891-RA	Solyc02g092700.3.1
OG0010113	AH012433-RA	Solyc04g081310.3.1
OG0010114	AH000274-RA	Solyc02g083470.3.1
OG0010115	AH008385-RA	Solyc04g077775.1.1
OG0010116	AH003860-RA	Solyc02g092240.3.1
OG0010117	AH008985-RA	Solyc11g013100.2.1
OG0010118	AH003864-RA, AH003865-RA	Solyc12g042117.1.1, Solyc03g060520.1.1, Solyc02g092350.3.1
OG0010119	AH003705-RA	Solyc02g090530.3.1
OG0010123	AH000421-RA	Solyc07g055210.3.1
OG0010124	AH009871-RA	Solyc07g064980.3.1
OG0010125	AH023658-RA	Solyc12g088430.1.1, Solyc04g078060.1.1
OG0010126	AH014722-RA, AH021306-RA	Solyc02g070580.1.1
OG0010127	AH012457-RA	Solyc01g068400.3.1
OG0010129	AH016616-RA	Solyc02g089560.3.1
OG0010130	AH021469-RA	Solyc04g014670.3.1
OG0010131	AH014917-RA	Solyc04g014730.3.1, Solyc11g012160.2.1
OG0010132	AH011662-RA	Solyc08g013930.3.1
OG0010133	AH000139-RA	Solyc05g024430.3.1
OG0010134	AH022052-RA	Solyc02g081860.2.1
OG0010135	AH014745-RA	Solyc02g071160.3.1
OG0010136	AH009748-RA	Solyc03g112750.3.1
OG0010137	AH021675-RA	Solyc02g077750.3.1
OG0010138	AH020960-RA	Solyc07g049470.3.1
OG0010139	AH001422-RA	Solyc07g055180.3.1
OG0010140	AH021646-RA	Solyc02g078360.3.1
OG0010142	AH020637-RA	Solyc07g006970.3.1
OG0010145	AH000379-RA	Solyc07g055940.2.1
OG0010146	AH023425-RA	Solyc07g063960.3.1
OG0010147	AH001428-RA	Solyc07g055260.3.1
OG0010148	AH013530-RA	Solyc03g110905.1.1
OG0010149	AH014352-RA, AH021161-RA	Solyc11g033280.2.1
OG0010150	AH001984-RA	Solyc03g116570.3.1
OG0010151	AH014714-RA	Solyc11g069860.2.1
OG0010153	AH014337-RA	Solyc02g082080.1.1
OG0010155	AH013394-RA	Solyc12g049410.2.1
OG0010156	AH001967-RA	Solyc03g116720.2.1
OG0010159	AH009604-RA	Solyc01g095480.3.1
OG0010160	AH014265-RA	Solyc07g006060.3.1
OG0010161	AH020121-RA	Solyc05g032880.3.1
OG0010162	AH016071-RA	Solyc08g062950.3.1
OG0010164	AH023292-RA, AH023293-RA	Solyc08g068200.3.1
OG0010166	AH013336-RA	Solyc08g062860.3.1
OG0010167	AH020630-RA	Solyc07g005240.3.1
OG0010169	AH009142-RA	Solyc01g091080.3.1
OG0010170	AH020911-RA	Solyc12g008450.2.1
OG0010171	AH019644-RA	Solyc03g007340.3.1
OG0010172	AH014256-RA	Solyc07g032250.3.1
OG0010174	AH020616-RA	Solyc07g005510.3.1
OG0010175	AH011336-RA, AH018129-RA	Solyc08g082690.2.1, Solyc08g082685.1.1
OG0010177	AH009662-RA	Solyc08g081230.1.1, Solyc08g008070.1.1
OG0010178	AH020893-RA	Solyc12g008320.2.1, Solyc05g018230.3.1
OG0010179	AH019494-RA	Solyc03g006900.2.1
OG0010180	AH002045-RA	Solyc03g119940.3.1
OG0010181	AH009276-RA	Solyc01g081490.3.1
OG0010182	AH020946-RA	Solyc07g014730.3.1
OG0010183	AH012404-RA	Solyc06g035960.3.1, Solyc03g025720.3.1
OG0010184	AH021168-RA	Solyc07g006920.3.1
OG0010185	AH021508-RA	Solyc10g005280.1.1
OG0010186	AH017028-RA	Solyc06g073150.3.1, Solyc11g017300.2.1
OG0010187	AH018704-RA	Solyc08g080140.3.1
OG0010188	AH001941-RA	Solyc03g117490.3.1
OG0010189	AH023356-RA	Solyc08g066570.2.1
OG0010190	AH020226-RA	Solyc08g080510.3.1
OG0010191	AH022344-RA	Solyc12g049390.2.1, Solyc03g122250.3.1
OG0010193	AH020910-RA	Solyc12g008460.2.1
OG0010194	AH021087-RA	Solyc07g042150.3.1
OG0010195	AH008373-RA	Solyc06g073490.1.1
OG0010196	AH004702-RA	Solyc05g006580.3.1
OG0010197	AH014548-RA	Solyc07g041020.3.1
OG0010198	AH015596-RA	Solyc05g050960.3.1
OG0010199	AH009608-RA	Solyc08g081850.1.1, Solyc01g095440.2.1
OG0010200	AH019253-RA	Solyc08g061140.3.1
OG0010201	AH008563-RA	Solyc03g124040.3.1
OG0010202	AH018282-RA	Solyc06g060790.1.1
OG0010203	AH021992-RA	Solyc02g085930.3.1
OG0010204	AH003735-RA	Solyc02g065000.1.1
OG0010205	AH019000-RA	Solyc08g006720.3.1
OG0010206	AH013501-RA	Solyc05g047390.1.1, Solyc07g015970.2.1
OG0010207	AH020860-RA	Solyc12g007100.2.1
OG0010208	AH022444-RA	Solyc01g095110.3.1
OG0010210	AH009502-RA	Solyc10g009260.1.1
OG0010211	AH017092-RA	Solyc08g061630.3.1
OG0010213	AH020803-RA	Solyc09g065600.3.1, Solyc09g065595.1.1
OG0010214	AH014609-RA	Solyc03g117740.3.1
OG0010215	AH020147-RA	Solyc11g005900.2.1
OG0010216	AH018160-RA	Solyc08g082970.3.1, Solyc08g008510.3.1
OG0010217	AH021211-RA	Solyc06g068670.3.1, Solyc03g117890.3.1
OG0010219	AH021809-RA	Solyc08g080040.3.1
OG0010220	AH001927-RA	Solyc03g117350.1.1
OG0010221	AH020902-RA	Solyc05g018150.3.1
OG0010222	AH012429-RA	Solyc03g025430.1.1
OG0010223	AH006116-RA	Solyc02g093300.3.1
OG0010224	AH014302-RA	Solyc07g042570.3.1
OG0010225	AH021047-RA	Solyc05g013400.3.1
OG0010226	AH020787-RA	Solyc08g067050.3.1
OG0010227	AH012844-RA, AH012843-RA	Solyc01g088670.2.1
OG0010228	AH009644-RA	Solyc01g095010.3.1
OG0010229	AH010629-RA	Solyc07g056040.3.1, Solyc10g007660.3.1
OG0010230	AH001526-RA	Solyc06g068500.3.1, Solyc03g117590.3.1
OG0010231	AH015362-RA	Solyc08g067430.3.1
OG0010232	AH020814-RA	Solyc12g006710.2.1
OG0010233	AH018034-RA	Solyc08g008170.3.1
OG0010234	AH001986-RA	Solyc03g116560.1.1
OG0010235	AH018115-RA	Solyc08g082580.3.1
OG0010236	AH016994-RA	Solyc12g009390.2.1
OG0010237	AH008313-RA	Solyc11g012100.2.1
OG0010238	AH018995-RA	Solyc08g029160.1.1, Solyc04g049790.3.1
OG0010239	AH009524-RA	Solyc10g009340.1.1
OG0010240	AH002111-RA	Solyc12g044300.2.1
OG0010241	AH009369-RA	Solyc01g090270.3.1
OG0010242	AH018065-RA	Solyc08g082070.3.1
OG0010243	AH019591-RA	Solyc03g025310.3.1
OG0010245	AH019631-RA	Solyc08g007470.2.1, Solyc03g007510.3.1
OG0010246	AH023232-RA	Solyc06g017970.3.1
OG0010247	AH015339-RA	Solyc08g006780.3.1, Solyc12g009980.2.1
OG0010248	AH023764-RA	Solyc04g082760.3.1
OG0010249	AH022343-RA	Solyc03g122240.3.1, Solyc06g062990.2.1
OG0010250	AH017226-RA	Solyc06g036350.3.1, Solyc03g007660.3.1
OG0010251	AH012330-RA	Solyc03g006850.3.1, Solyc11g072300.2.1
OG0010253	AH001456-RA	Solyc11g066690.2.1
OG0010254	AH021479-RA	Solyc02g081080.3.1
OG0010256	AH000275-RA	Solyc07g053310.3.1
OG0010257	AH010251-RA	Solyc07g066370.3.1
OG0010259	AH000216-RA	Solyc11g066350.2.1
OG0010260	AH014681-RA	Solyc02g022830.3.1
OG0010261	AH003018-RA	Solyc10g081360.2.1
OG0010262	AH012648-RA	Solyc09g009170.3.1
OG0010263	AH023464-RA, AH014813-RA	Solyc02g072520.3.1
OG0010264	AH011030-RA, AH011032-RA	Solyc04g056746.1.1, Solyc02g088140.2.1
OG0010265	AH017732-RA	Solyc09g066290.3.1
OG0010266	AH011879-RA	Solyc03g081200.2.1, Solyc03g097340.1.1, Solyc03g081210.1.1
OG0010267	AH000251-RA, AH000250-RA	Solyc12g010900.1.1, Solyc07g055120.3.1
OG0010268	AH014755-RA	Solyc02g071280.3.1
OG0010269	AH018834-RA	Solyc09g013100.3.1, Solyc09g015475.1.1, Solyc09g015470.3.1
OG0010270	AH007284-RA, AH022712-RA	Solyc11g072740.1.1
OG0010271	AH008559-RA	Solyc07g056220.3.1
OG0010272	AH000171-RA	Solyc12g010810.1.1
OG0010273	AH021995-RA	Solyc09g007800.3.1
OG0010275	AH012725-RA	Solyc09g008450.3.1, Solyc10g083870.2.1
OG0010276	AH013766-RA, AH001179-RA, AH016401-RA	Solyc06g076660.3.1
OG0010277	AH006763-RA	Solyc04g015760.3.1
OG0010278	AH008211-RA	Solyc12g005070.2.1
OG0010280	AH018788-RA	Solyc09g005250.3.1
OG0010281	AH013697-RA	Solyc06g076260.3.1
OG0010282	AH007549-RA	Solyc11g006860.2.1
OG0010283	AH020513-RA, AH006581-RA	Solyc01g056720.3.1
OG0010284	AH023121-RA	Solyc01g103190.3.1
OG0010285	AH006667-RA	Solyc01g080310.3.1
OG0010286	AH009892-RA	Solyc07g064850.3.1
OG0010287	AH013261-RA	Solyc01g009470.2.1, Solyc11g067250.2.1
OG0010288	AH007928-RA	Solyc11g007590.2.1
OG0010289	AH010266-RA	Solyc05g055430.3.1
OG0010291	AH010599-RA, AH010600-RA	Solyc01g005520.3.1
OG0010292	AH013780-RA	Solyc07g061900.3.1
OG0010293	AH016750-RA	Solyc05g007230.3.1
OG0010294	AH000410-RA	Solyc11g066560.3.1, Solyc06g074740.3.1
OG0010295	AH014995-RA	Solyc12g005060.1.1
OG0010296	AH016395-RA, AH023041-RA	Solyc07g009160.3.1, Solyc10g005780.3.1
OG0010297	AH001254-RA	Solyc11g069390.1.1, Solyc06g016790.2.1
OG0010298	AH018846-RA	Solyc09g015180.3.1
OG0010299	AH012005-RA	Solyc03g083430.3.1
OG0010301	AH007682-RA	Solyc01g014495.1.1, Solyc01g014490.3.1
OG0010302	AH015904-RA	Solyc12g017420.2.1
OG0010303	AH022616-RA	Solyc11g071890.2.1
OG0010304	AH007992-RA	Solyc10g007400.3.1
OG0010305	AH021113-RA, AH014577-RA	Solyc09g098150.3.1
OG0010306	AH023183-RA, AH016301-RA	Solyc06g050250.1.1
OG0010307	AH013745-RA	Solyc01g103440.3.1
OG0010308	AH013658-RA	Solyc06g076000.1.1
OG0010309	AH008299-RA	Solyc12g015710.2.1
OG0010310	AH017265-RA, AH017264-RA	Solyc09g013110.3.1
OG0010311	AH015239-RA, AH021660-RA	Solyc02g077990.3.1
OG0010312	AH001851-RA	Solyc04g080000.1.1
OG0010313	AH006699-RA, AH020452-RA	Solyc10g079620.2.1
OG0010314	AH023130-RA, AH016340-RA	Solyc06g051010.1.1, Solyc06g051020.2.1, Solyc03g095850.1.1
OG0010315	AH003031-RA	Solyc10g086510.2.1
OG0010316	AH004170-RA, AH005382-RA	Solyc04g007250.1.1, Solyc05g009420.1.1
OG0010317	AH010995-RA	Solyc11g065730.2.1
OG0010318	AH006499-RA	Solyc01g104470.3.1
OG0010319	AH018923-RA	Solyc03g020020.3.1
OG0010320	AH020956-RA	Solyc07g049450.3.1
OG0010321	AH007777-RA	Solyc11g006720.2.1, Solyc05g055240.3.1
OG0010322	AH020288-RA	Solyc02g090010.2.1
OG0010323	AH014880-RA, AH021437-RA	Solyc11g012610.2.1, Solyc04g014850.3.1
OG0010324	AH006622-RA	Solyc02g020980.3.1
OG0010325	AH000163-RA	Solyc11g069290.2.1
OG0010326	AH011383-RA, AH011651-RA	Solyc06g082160.3.1
OG0010327	AH006747-RA	Solyc10g079900.2.1, Solyc04g016290.3.1
OG0010328	AH011076-RA	Solyc11g072090.2.1
OG0010329	AH015895-RA	Solyc02g032920.3.1
OG0010330	AH021271-RA, AH014686-RA	Solyc02g021640.3.1
OG0010331	AH019118-RA	Solyc07g054680.3.1
OG0010332	AH022582-RA, AH022393-RA	Solyc11g067060.3.1
OG0010333	AH014413-RA	Solyc07g049310.3.1
OG0010334	AH010906-RA	Solyc03g063290.3.1, Solyc01g006480.3.1
OG0010335	AH006764-RA	Solyc02g087600.3.1
OG0010336	AH007019-RA	Solyc01g067530.3.1
OG0010337	AH012798-RA	Solyc09g007230.3.1
OG0010338	AH015933-RA	Solyc04g009540.1.1
OG0010339	AH018890-RA	Solyc10g081750.1.1
OG0010340	AH014657-RA	Solyc07g049690.3.1
OG0010341	AH015640-RA	Solyc01g096550.3.1
OG0010342	AH011759-RA	Solyc09g014320.3.1
OG0010343	AH013212-RA	Solyc06g082380.3.1
OG0010344	AH017177-RA	Solyc03g117570.3.1
OG0010345	AH021667-RA	Solyc06g008730.3.1
OG0010346	AH007690-RA, AH010932-RA	Solyc11g061720.1.1
OG0010347	AH013767-RA	Solyc06g005990.3.1
OG0010348	AH001016-RA, AH003315-RA	Solyc02g094250.3.1, Solyc04g009570.3.1
OG0010349	AH010946-RA	Solyc11g062250.1.1
OG0010350	AH012292-RA	Solyc03g031700.3.1, Solyc02g080440.3.1
OG0010351	AH000592-RA, AH001740-RA	Solyc01g110385.1.1
OG0010353	AH003008-RA	Solyc06g084440.3.1
OG0010354	AH019144-RA	Solyc09g066470.3.1
OG0010355	AH003643-RA	Solyc11g010690.2.1
OG0010356	AH005287-RA	Solyc01g103680.3.1
OG0010357	AH011743-RA, AH020008-RA	Solyc04g008520.3.1
OG0010358	AH010461-RA	Solyc01g099270.2.1
OG0010359	AH003541-RA	Solyc11g005390.2.1
OG0010360	AH020879-RA	Solyc10g005530.3.1
OG0010361	AH010347-RA	Solyc05g056350.3.1
OG0010362	AH008441-RA	Solyc04g080100.3.1, Solyc07g025370.3.1
OG0010363	AH012764-RA	Solyc06g005860.2.1
OG0010364	AH021192-RA, AH014623-RA	Solyc01g103100.3.1
OG0010365	AH018083-RA, AH011316-RA	Solyc08g082210.3.1, Solyc08g008305.1.1
OG0010366	AH019920-RA	Solyc09g090280.2.1
OG0010367	AH007238-RA	Solyc03g097300.3.1
OG0010368	AH012169-RA	Solyc05g051640.3.1, Solyc03g093330.3.1
OG0010370	AH005600-RA	Solyc03g118800.3.1
OG0010371	AH005136-RA	Solyc01g009715.1.1, Solyc01g009720.2.1
OG0010372	AH019796-RA	Solyc05g053380.3.1, Solyc01g058540.3.1, Solyc01g079260.3.1
OG0010373	AH022094-RA, AH012953-RA	Solyc09g075200.3.1
OG0010374	AH008512-RA	Solyc11g005370.2.1
OG0010375	AH013097-RA	Solyc09g059950.3.1
OG0010376	AH001908-RA	Solyc04g056410.3.1
OG0010377	AH006523-RA	Solyc09g098040.3.1
OG0010378	AH020157-RA, AH007035-RA	Solyc06g054490.3.1, Solyc01g080530.3.1
OG0010379	AH003274-RA	Solyc04g009140.3.1, Solyc09g075370.3.1
OG0010380	AH005243-RA	Solyc04g082470.2.1
