Orthogroup	A_hypochondriacus.proteins	P_amilis.proteins
OG0009129	AH018366-RA	FUN_017474-T1, FUN_041495-T2, FUN_041495-T1
OG0009130	AH003128-RA, AH001039-RA	FUN_034140-T1
OG0009131	AH004072-RA, AH005418-RA	FUN_023850-T2, FUN_023850-T1, FUN_023850-T3, FUN_033656-T1
OG0009132	AH018438-RA	FUN_017664-T1, FUN_041652-T1
OG0009133	AH020673-RA	FUN_026057-T2, FUN_026057-T3, FUN_026057-T1
OG0009134	AH009342-RA	FUN_007590-T1
OG0009135	AH006400-RA	FUN_027041-T1, FUN_020600-T1
OG0009136	AH013581-RA	FUN_025409-T1, FUN_039237-T1
OG0009137	AH018514-RA, AH003246-RA	FUN_017941-T1
OG0009138	AH004920-RA	FUN_031963-T1
OG0009139	AH022895-RA	FUN_029928-T2, FUN_029928-T1
OG0009140	AH011111-RA	FUN_036245-T1, FUN_041981-T1
OG0009141	AH009155-RA	FUN_037038-T1
OG0009142	AH022878-RA	FUN_029863-T1
OG0009143	AH019137-RA	FUN_031662-T1
OG0009144	AH004338-RA	FUN_042205-T1
OG0009145	AH017455-RA	FUN_047129-T1
OG0009146	AH011446-RA	FUN_041362-T1, FUN_041362-T2
OG0009147	AH021032-RA	FUN_010804-T1
OG0009148	AH016432-RA, AH022983-RA	FUN_047114-T1
OG0009149	AH005510-RA	FUN_033413-T1
OG0009150	AH004737-RA	FUN_009176-T1, FUN_032312-T1
OG0009151	AH018375-RA	FUN_041515-T1
OG0009152	AH018270-RA	FUN_017287-T1, FUN_017287-T2, FUN_041263-T1
OG0009153	AH004442-RA, AH011503-RA, AH011502-RA	FUN_009290-T1
OG0009154	AH015768-RA	FUN_001692-T1
OG0009155	AH011560-RA, AH018465-RA	FUN_041759-T1, FUN_041759-T2
OG0009156	AH019147-RA	FUN_029084-T1
OG0009157	AH015145-RA, AH021586-RA	FUN_009792-T2, FUN_009792-T1
OG0009158	AH003847-RA	FUN_001461-T1
OG0009159	AH009377-RA	FUN_049499-T1
OG0009160	AH012163-RA	FUN_015254-T1
OG0009161	AH020426-RA	FUN_033326-T1
OG0009162	AH022844-RA	FUN_029808-T2, FUN_029808-T3, FUN_029808-T1
OG0009163	AH005385-RA	FUN_020141-T1
OG0009164	AH013578-RA	FUN_025076-T1, FUN_025076-T2
OG0009165	AH002928-RA	FUN_053297-T1
OG0009166	AH022893-RA	FUN_029924-T1
OG0009166	AH004707-RA	FUN_033601-T1
OG0009167	AH017258-RA	FUN_047504-T3, FUN_047504-T2
OG0009168	AH005404-RA	FUN_023871-T1
OG0009169	AH017538-RA	FUN_045430-T4, FUN_045430-T1, FUN_045430-T5, FUN_045430-T3, FUN_045430-T2
OG0009170	AH012619-RA	FUN_026537-T1
OG0009171	AH016537-RA, AH022883-RA	FUN_029908-T1, FUN_016557-T1
OG0009172	AH004478-RA	FUN_032049-T1
OG0009173	AH005502-RA	FUN_033435-T1
OG0009174	AH006394-RA, AH006393-RA, AH003366-RA, AH006392-RA	FUN_027035-T1
OG0009175	AH015888-RA	FUN_011860-T1
OG0009176	AH005473-RA	FUN_033524-T1
OG0009177	AH004368-RA, AH005033-RA	FUN_004056-T1, FUN_023409-T1
OG0009178	AH018385-RA	FUN_041559-T1, FUN_041559-T3, FUN_041559-T2
OG0009179	AH007906-RA	FUN_011762-T2, FUN_011762-T1
OG0009180	AH017445-RA	FUN_011287-T2, FUN_011287-T1, FUN_011287-T3, FUN_011287-T4
OG0009181	AH018513-RA, AH003247-RA	FUN_017939-T1
OG0009182	AH018252-RA, AH011426-RA	FUN_041302-T1, FUN_017329-T1
OG0009184	AH022791-RA, AH022806-RA, AH022798-RA, AH022808-RA, AH022803-RA, AH022800-RA, AH022797-RA, AH022799-RA, AH022805-RA, AH022802-RA, AH022807-RA, AH022794-RA, AH022804-RA, AH022818-RA, AH022792-RA, AH022801-RA, AH022796-RA	FUN_016808-T1
OG0009185	AH023618-RA	FUN_048455-T1
OG0009186	AH023220-RA, AH016272-RA	FUN_008383-T1, FUN_020963-T1
OG0009187	AH021021-RA, AH021020-RA	FUN_032875-T1, FUN_013014-T1, FUN_013015-T1, FUN_051379-T1
OG0009188	AH016713-RA, AH021558-RA	FUN_053129-T1, FUN_001738-T1, FUN_012572-T1, FUN_035433-T1
OG0009190	AH017254-RA	FUN_011398-T1
OG0009191	AH017650-RA	FUN_010977-T1, FUN_047512-T1
OG0009193	AH008349-RA	FUN_024301-T2, FUN_024301-T1
OG0009194	AH020020-RA, AH004363-RA, AH004361-RA, AH004366-RA, AH004365-RA, AH004362-RA, AH004364-RA, AH004360-RA, AH004358-RA, AH002771-RA, AH004359-RA	FUN_004628-T1
OG0009195	AH020192-RA	FUN_017814-T1
OG0009196	AH013524-RA, AH013525-RA	FUN_043695-T1, FUN_014947-T1, FUN_014937-T1, FUN_014949-T1, FUN_014948-T1, FUN_014938-T1
OG0009197	AH004782-RA	FUN_009263-T1, FUN_009260-T1, FUN_009262-T1
OG0009198	AH005948-RA	FUN_016930-T1
OG0009199	AH011904-RA	FUN_045067-T1
OG0009200	AH012420-RA	FUN_013874-T2, FUN_013874-T1
OG0009201	AH007135-RA	FUN_001239-T1
OG0009202	AH007044-RA	FUN_020205-T1
OG0009203	AH007340-RA	FUN_035936-T1, FUN_052254-T1
OG0009204	AH001694-RA	FUN_051681-T1, FUN_051681-T2, FUN_051681-T3
OG0009255	AH020130-RA	FUN_014330-T1
OG0009256	AH011011-RA	FUN_036368-T1
OG0009257	AH022082-RA	FUN_024764-T1
OG0009258	AH019407-RA	FUN_015241-T1
OG0009260	AH006757-RA	FUN_004603-T1
OG0009261	AH011046-RA	FUN_036331-T1
OG0009262	AH007130-RA	FUN_007535-T1, FUN_040322-T1, FUN_040322-T2
OG0009263	AH018855-RA	FUN_042053-T1
OG0009264	AH005862-RA	FUN_025453-T1
OG0009265	AH010062-RA	FUN_049946-T1
OG0009266	AH019091-RA	FUN_018939-T1
OG0009267	AH013327-RA	FUN_001812-T1
OG0009269	AH000144-RA	FUN_020912-T1
OG0009270	AH010864-RA	FUN_002501-T1, FUN_002501-T2
OG0009271	AH022238-RA	FUN_025172-T2, FUN_025172-T1
OG0009272	AH023452-RA	FUN_039224-T1, FUN_039225-T1
OG0009273	AH022475-RA	FUN_007634-T1, FUN_007634-T2
OG0009275	AH011112-RA	FUN_036241-T1, FUN_052554-T1, FUN_052554-T2
OG0009276	AH013219-RA	FUN_007712-T1
OG0009278	AH020399-RA	FUN_032821-T1
OG0009279	AH018525-RA	FUN_041859-T1
OG0009280	AH007554-RA	FUN_034193-T1, FUN_000493-T1
OG0009281	AH017663-RA, AH002723-RA	FUN_053283-T1
OG0009283	AH013886-RA	FUN_043199-T1, FUN_048978-T1
OG0009284	AH013076-RA	FUN_027183-T1
OG0009286	AH019433-RA	FUN_015307-T1
OG0009287	AH022245-RA	FUN_025205-T1
OG0009288	AH007466-RA, AH011124-RA	FUN_036233-T2, FUN_036233-T1
OG0009289	AH006134-RA	FUN_029375-T1
OG0009290	AH013045-RA	FUN_043549-T1
OG0009291	AH022948-RA	FUN_045149-T1
OG0009292	AH010786-RA	FUN_002609-T1
OG0009293	AH018236-RA, AH011454-RA	FUN_017358-T1, FUN_041346-T1, FUN_017358-T2
OG0009294	AH002614-RA	FUN_050831-T2, FUN_050831-T3, FUN_050831-T1
OG0009296	AH013901-RA	FUN_048785-T1
OG0009299	AH020241-RA	FUN_005745-T1
OG0009300	AH018130-RA	FUN_018406-T1
OG0009301	AH001618-RA	FUN_051769-T1, FUN_047158-T1
OG0009302	AH013382-RA, AH022349-RA	FUN_050072-T1, FUN_023970-T1
OG0009303	AH017159-RA	FUN_005248-T1
OG0009304	AH020257-RA	FUN_005701-T1
OG0009306	AH019106-RA	FUN_039829-T1
OG0009307	AH007309-RA	FUN_007525-T1
OG0009308	AH009333-RA	FUN_049458-T1
OG0009309	AH020111-RA	FUN_027155-T1, FUN_027155-T2
OG0009310	AH001439-RA	FUN_015191-T1, FUN_033795-T1
OG0009312	AH013372-RA	FUN_023919-T1, FUN_050064-T1
OG0009313	AH012574-RA, AH020327-RA	FUN_039793-T1
OG0009315	AH001993-RA	FUN_045804-T1
OG0009316	AH021701-RA	FUN_004083-T1
OG0009317	AH003474-RA, AH006321-RA	FUN_020783-T1, FUN_045837-T1
OG0009319	AH008603-RA	FUN_039885-T1, FUN_008227-T1
OG0009320	AH010725-RA	FUN_022384-T2, FUN_022384-T1
OG0009321	AH006315-RA	FUN_020765-T1
OG0009322	AH012507-RA	FUN_003978-T1
OG0009323	AH019112-RA	FUN_039842-T1
OG0009324	AH020463-RA, AH006709-RA	FUN_032725-T1, FUN_032725-T2
OG0009325	AH022724-RA, AH011230-RA	FUN_052401-T1, FUN_024836-T1
OG0009326	AH003773-RA	FUN_011186-T1
OG0009327	AH010157-RA	FUN_046723-T1
OG0009328	AH002749-RA	FUN_013598-T1
OG0009329	AH017748-RA	FUN_051249-T1
OG0009330	AH010452-RA	FUN_051412-T1
OG0009331	AH017886-RA	FUN_010670-T1, FUN_047292-T1
OG0009332	AH023075-RA	FUN_043312-T1
OG0009333	AH004020-RA	FUN_033797-T1
OG0009334	AH019374-RA	FUN_014329-T1
OG0009335	AH017289-RA	FUN_013607-T1
OG0009336	AH010613-RA	FUN_035995-T1
OG0009337	AH015857-RA	FUN_029042-T1, FUN_029042-T2
OG0009338	AH022957-RA	FUN_030035-T1, FUN_030035-T2
OG0009339	AH020699-RA	FUN_026123-T1
OG0009340	AH020472-RA, AH006737-RA	FUN_032767-T1
OG0009341	AH017753-RA, AH007591-RA	FUN_011639-T1
OG0009342	AH010691-RA	FUN_024949-T1
OG0009343	AH006504-RA	FUN_003513-T1, FUN_003514-T1
OG0009344	AH018946-RA	FUN_008133-T1, FUN_008133-T2
OG0009345	AH006706-RA	FUN_032724-T1
OG0009346	AH015408-RA	FUN_052344-T1
OG0009347	AH018041-RA	FUN_014195-T1, FUN_020508-T1
OG0009348	AH007424-RA	FUN_010839-T1
OG0009349	AH011001-RA	FUN_036428-T1, FUN_052747-T1, FUN_052747-T2
OG0009351	AH011779-RA	FUN_000655-T1, FUN_000655-T2
OG0009352	AH020101-RA	FUN_030042-T1, FUN_014428-T1
OG0009353	AH007667-RA	FUN_003115-T1
OG0009354	AH017880-RA	FUN_047276-T1, FUN_047276-T2
OG0009355	AH007442-RA	FUN_052490-T1
OG0009356	AH003888-RA	FUN_000660-T1
OG0009357	AH020181-RA	FUN_033235-T1
OG0009358	AH007562-RA	FUN_051448-T1
OG0009359	AH011777-RA	FUN_014214-T1
OG0009360	AH019063-RA, AH019062-RA	FUN_027054-T2, FUN_027054-T1
OG0009361	AH008283-RA	FUN_046315-T1
OG0009362	AH021509-RA	FUN_035258-T2, FUN_035258-T1
OG0009363	AH019341-RA	FUN_005369-T2, FUN_005369-T1
OG0009364	AH022972-RA	FUN_030067-T1
OG0009365	AH006840-RA	FUN_004773-T1
OG0009366	AH002429-RA, AH002564-RA	FUN_047294-T1, FUN_047293-T2, FUN_047293-T1
OG0009367	AH013665-RA	FUN_024939-T1
OG0009368	AH006443-RA	FUN_031098-T2, FUN_031098-T1
OG0009369	AH017693-RA	FUN_044716-T1
OG0009370	AH002530-RA	FUN_010816-T1
OG0009371	AH000294-RA, AH002707-RA	FUN_044769-T1
OG0009373	AH006308-RA	FUN_020756-T1
OG0009374	AH000374-RA, AH000375-RA	FUN_042319-T1
OG0009375	AH007084-RA, AH020100-RA	FUN_014429-T1
OG0009376	AH014476-RA, AH020913-RA	FUN_008214-T1
OG0009377	AH002479-RA, AH016901-RA	FUN_042636-T1
OG0009378	AH009714-RA	FUN_038451-T1
OG0009379	AH009006-RA	FUN_037919-T1
OG0009382	AH019697-RA	FUN_013618-T1
OG0009383	AH023759-RA	FUN_042622-T1, FUN_042622-T2, FUN_042622-T3, FUN_025620-T1
OG0009384	AH005324-RA	FUN_009795-T1
OG0009385	AH001600-RA	FUN_045566-T1
OG0009386	AH009448-RA	FUN_048338-T1
OG0009387	AH011047-RA	FUN_032682-T1
OG0009388	AH006454-RA	FUN_031107-T1
OG0009389	AH010657-RA	FUN_052271-T1
OG0009390	AH011751-RA	FUN_042733-T1
OG0009391	AH000885-RA	FUN_045636-T1
OG0009392	AH006175-RA, AH003900-RA	FUN_030502-T1, FUN_052778-T1
OG0009393	AH008442-RA	FUN_038928-T1, FUN_038928-T2
OG0009394	AH001897-RA	FUN_002375-T1
OG0009395	AH008854-RA	FUN_038682-T1
OG0009396	AH016925-RA	FUN_031658-T1
OG0009397	AH001605-RA	FUN_051784-T2, FUN_051784-T1
OG0009398	AH008655-RA	FUN_024010-T1
OG0009399	AH002313-RA	FUN_045788-T1
OG0009400	AH006186-RA	FUN_030516-T1
OG0009401	AH003794-RA	FUN_025590-T1
OG0009402	AH008897-RA	FUN_044151-T1
OG0009403	AH003607-RA	FUN_012942-T1
OG0009404	AH021180-RA, AH014647-RA	FUN_001976-T2, FUN_001976-T1
OG0009405	AH002274-RA, AH000805-RA	FUN_045743-T1
OG0009406	AH000816-RA	FUN_051960-T1
OG0009407	AH003346-RA	FUN_025550-T2
OG0009408	AH005620-RA	FUN_003926-T1
OG0009409	AH004954-RA, AH004297-RA	FUN_012822-T1
OG0009410	AH015506-RA	FUN_006671-T1
OG0009411	AH017201-RA	FUN_025614-T1
OG0009412	AH010720-RA	FUN_022420-T1
OG0009413	AH008536-RA	FUN_026973-T1
OG0009414	AH023668-RA	FUN_042731-T1
OG0009415	AH020522-RA	FUN_003603-T1
OG0009416	AH015829-RA	FUN_026916-T1, FUN_027951-T1
OG0009417	AH000593-RA	FUN_050751-T1
OG0009418	AH000550-RA	FUN_002300-T1
OG0009419	AH003862-RA	FUN_030579-T1
OG0009420	AH005802-RA	FUN_004256-T1, FUN_004256-T2
OG0009421	AH008545-RA	FUN_026995-T1
OG0009422	AH008602-RA	FUN_044547-T1
OG0009424	AH016872-RA	FUN_025646-T1
OG0009426	AH001909-RA	FUN_046076-T1
OG0009427	AH002307-RA	FUN_052015-T1
OG0009428	AH008433-RA	FUN_001614-T1
OG0009429	AH005961-RA	FUN_029678-T1
OG0009430	AH000900-RA	FUN_029255-T1
OG0009431	AH008431-RA, AH016949-RA	FUN_001592-T1
OG0009432	AH005333-RA	FUN_028899-T2, FUN_028899-T1
OG0009433	AH005618-RA, AH002924-RA	FUN_029002-T1
OG0009434	AH007484-RA	FUN_036259-T1
OG0009435	AH004961-RA	FUN_030026-T1
OG0009438	AH001528-RA	FUN_006073-T1
OG0009439	AH000950-RA	FUN_051776-T1
OG0009440	AH001895-RA	FUN_046031-T1
OG0009441	AH008873-RA	FUN_038652-T1, FUN_038652-T2
OG0009442	AH003731-RA	FUN_019216-T1
OG0009446	AH008712-RA	FUN_038123-T1, FUN_048606-T1
OG0009447	AH005668-RA	FUN_025477-T1
OG0009448	AH008607-RA	FUN_027236-T1
OG0009449	AH005892-RA, AH003952-RA	FUN_031239-T1
OG0009450	AH004199-RA	FUN_009793-T1
OG0009451	AH015275-RA	FUN_036729-T1
OG0009452	AH001858-RA	FUN_002312-T1
OG0009453	AH005953-RA	FUN_029663-T2, FUN_029663-T1
OG0009454	AH003611-RA	FUN_007794-T1
OG0009455	AH021170-RA, AH014649-RA	FUN_052357-T1, FUN_001961-T1
OG0009457	AH006229-RA	FUN_020848-T1
OG0009458	AH008825-RA	FUN_048547-T1
OG0009459	AH010163-RA	FUN_006329-T1
OG0009460	AH004593-RA	FUN_018847-T1
OG0009461	AH020238-RA	FUN_001542-T2, FUN_001542-T1
OG0009462	AH009720-RA	FUN_049431-T1
OG0009463	AH007976-RA	FUN_043401-T1, FUN_043401-T3
OG0009465	AH017190-RA	FUN_010492-T1
OG0009466	AH003866-RA	FUN_009628-T1, FUN_030571-T1
OG0009467	AH001601-RA	FUN_051791-T1
OG0009468	AH021606-RA	FUN_035590-T1
OG0009469	AH022054-RA	FUN_034715-T1
OG0009470	AH019308-RA, AH015626-RA	FUN_018922-T1
OG0009471	AH015690-RA	FUN_018923-T1
OG0009473	AH021330-RA	FUN_010821-T1
OG0009475	AH018026-RA	FUN_049569-T1
OG0009477	AH015250-RA	FUN_043275-T1
OG0009478	AH021518-RA	FUN_012464-T1
OG0009479	AH021276-RA	FUN_010797-T1
OG0009480	AH010188-RA	FUN_049922-T1
OG0009481	AH005083-RA	FUN_034275-T1
OG0009482	AH001920-RA	FUN_052234-T1
OG0009483	AH010276-RA	FUN_046776-T1
OG0009484	AH014884-RA	FUN_035728-T1
OG0009485	AH007704-RA	FUN_052731-T1
OG0009486	AH009998-RA	FUN_011965-T2, FUN_011965-T1
OG0009487	AH021272-RA	FUN_001660-T1
OG0009488	AH021002-RA	FUN_049628-T1
OG0009489	AH006307-RA, AH003447-RA	FUN_008433-T1
OG0009490	AH010086-RA	FUN_011921-T1
OG0009491	AH014860-RA	FUN_034509-T1
OG0009492	AH014802-RA	FUN_035803-T1
OG0009493	AH007999-RA	FUN_046713-T2, FUN_046713-T3, FUN_046713-T1
OG0009494	AH021373-RA	FUN_035007-T1
OG0009495	AH008012-RA	FUN_035652-T1, FUN_001236-T1
OG0009497	AH002873-RA	FUN_000981-T1
OG0009498	AH023763-RA	FUN_042667-T1
OG0009499	AH019227-RA	FUN_021098-T1, FUN_021094-T1
OG0009500	AH014422-RA, AH020945-RA	FUN_026766-T2, FUN_026766-T1
OG0009501	AH018997-RA	FUN_008299-T1
OG0009502	AH013401-RA, AH022333-RA	FUN_050119-T1
OG0009503	AH003122-RA	FUN_018595-T1, FUN_018598-T1, FUN_018597-T1
OG0009504	AH002103-RA	FUN_000114-T1, FUN_000114-T2
OG0009505	AH001933-RA	FUN_021653-T3, FUN_021653-T1, FUN_021653-T2
OG0009506	AH011392-RA	FUN_049419-T1
OG0009507	AH010627-RA	FUN_052320-T1
OG0009508	AH021022-RA	FUN_032874-T1
OG0009509	AH008430-RA	FUN_032891-T1, FUN_032891-T2
OG0009510	AH016175-RA	FUN_005031-T1
OG0009511	AH012391-RA	FUN_022770-T1
OG0009513	AH016343-RA	FUN_030413-T1
OG0009514	AH011409-RA	FUN_041260-T1
OG0009515	AH013961-RA	FUN_026043-T1
OG0009516	AH014490-RA	FUN_026502-T1
OG0009517	AH005376-RA	FUN_050781-T1
OG0009518	AH009676-RA	FUN_037250-T1
OG0009519	AH020642-RA	FUN_026033-T1
OG0009520	AH021158-RA	FUN_009821-T2, FUN_009821-T1
OG0009521	AH020882-RA	FUN_026467-T1
OG0009522	AH007568-RA	FUN_047907-T1
OG0009523	AH015595-RA	FUN_049645-T2, FUN_049645-T1
OG0009525	AH014221-RA	FUN_001875-T1
OG0009528	AH009692-RA	FUN_049114-T1, FUN_049115-T1
OG0009529	AH018720-RA	FUN_040667-T1
OG0009530	AH006956-RA, AH020236-RA	FUN_025187-T1
OG0009531	AH018989-RA	FUN_008293-T1
OG0009532	AH011903-RA	FUN_045063-T1, FUN_043849-T1
OG0009533	AH000462-RA	FUN_003131-T2, FUN_003131-T1
OG0009534	AH014605-RA	FUN_003027-T2
OG0009535	AH016167-RA	FUN_044553-T1
OG0009536	AH002241-RA	FUN_045692-T1, FUN_051906-T1
OG0009537	AH001988-RA, AH000601-RA	FUN_052457-T1, FUN_051158-T1
OG0009538	AH007892-RA	FUN_039195-T1
OG0009539	AH004463-RA	FUN_052443-T1, FUN_001768-T1
OG0009540	AH001960-RA	FUN_005428-T1, FUN_021589-T1
OG0009541	AH009240-RA	FUN_037144-T1
OG0009542	AH013404-RA	FUN_024022-T1, FUN_024022-T2
OG0009543	AH000492-RA, AH002133-RA	FUN_006367-T1
OG0009544	AH021051-RA	FUN_028027-T1, FUN_034883-T1
OG0009547	AH020585-RA	FUN_041976-T1
OG0009548	AH009582-RA	FUN_048140-T1, FUN_037401-T1
OG0009549	AH023428-RA	FUN_002886-T1
OG0009550	AH009617-RA	FUN_048099-T1
OG0009551	AH014090-RA	FUN_026201-T1
OG0009552	AH000351-RA	FUN_015868-T1
OG0009553	AH015893-RA	FUN_005978-T1
OG0009554	AH009307-RA	FUN_047836-T1
OG0009555	AH014613-RA	FUN_001979-T1
OG0009556	AH017076-RA, AH014913-RA	FUN_006056-T1
OG0009559	AH020506-RA	FUN_001906-T1, FUN_001906-T2
OG0009560	AH013995-RA	FUN_013160-T1
OG0009561	AH012385-RA	FUN_022761-T1
OG0009562	AH015958-RA, AH023531-RA	FUN_000878-T1
OG0009563	AH015993-RA	FUN_006018-T1
OG0009565	AH014424-RA	FUN_026768-T1, FUN_026768-T2
OG0009566	AH012301-RA	FUN_006583-T1, FUN_025883-T1
OG0009567	AH014399-RA, AH020977-RA	FUN_013058-T1
OG0009568	AH017073-RA	FUN_021402-T1
OG0009569	AH021253-RA	FUN_010291-T1
OG0009570	AH009462-RA	FUN_037608-T1, FUN_048321-T1
OG0009571	AH013478-RA	FUN_046772-T1
OG0009573	AH008506-RA	FUN_018576-T1
OG0009574	AH021072-RA	FUN_028647-T1, FUN_028645-T1
OG0009575	AH023361-RA	FUN_052381-T1
OG0009576	AH014209-RA	FUN_001861-T1
OG0009577	AH020862-RA	FUN_042633-T1
OG0009578	AH014655-RA	FUN_001959-T1
OG0009579	AH016046-RA	FUN_021352-T1
OG0009580	AH019432-RA	FUN_040480-T2, FUN_040480-T1
OG0009581	AH003157-RA	FUN_018770-T1
OG0009582	AH018565-RA	FUN_040272-T1
OG0009583	AH004154-RA	FUN_006237-T1
OG0009584	AH014477-RA, AH014478-RA	FUN_026650-T1
OG0009584	AH014479-RA	FUN_026648-T1
OG0009585	AH019490-RA	FUN_006560-T1
OG0009586	AH003220-RA	FUN_040540-T1, FUN_040543-T2, FUN_040543-T1, FUN_040537-T1
OG0009587	AH003807-RA	FUN_049781-T1
OG0009588	AH020764-RA	FUN_026261-T1
OG0009589	AH006187-RA	FUN_030525-T1
OG0009590	AH018807-RA	FUN_018050-T1
OG0009591	AH019157-RA	FUN_030773-T1, FUN_030775-T1
OG0009592	AH002872-RA	FUN_039968-T1
OG0009594	AH021850-RA	FUN_002043-T3, FUN_002043-T1, FUN_002043-T2
OG0009595	AH018902-RA	FUN_008135-T1
OG0009596	AH021618-RA	FUN_008707-T1
OG0009597	AH015414-RA	FUN_001727-T1
OG0009598	AH017440-RA	FUN_002130-T1
OG0009599	AH000320-RA	FUN_028404-T1, FUN_001293-T1
OG0009600	AH004349-RA	FUN_020643-T1
OG0009601	AH013161-RA, AH022489-RA	FUN_015475-T1, FUN_049334-T1
OG0009602	AH000228-RA	FUN_036274-T1
OG0009603	AH000627-RA, AH001905-RA	FUN_012875-T1, FUN_012873-T1, FUN_012874-T1
OG0009604	AH018762-RA	FUN_046471-T1, FUN_036300-T1
OG0009605	AH000373-RA	FUN_042322-T2, FUN_042322-T1
OG0009606	AH000402-RA	FUN_029028-T1
OG0009608	AH021263-RA	FUN_001616-T1
OG0009611	AH007263-RA	FUN_001577-T1
OG0009612	AH017509-RA, AH002882-RA	FUN_011191-T1
OG0009613	AH000201-RA	FUN_027479-T1
OG0009614	AH021889-RA	FUN_014310-T2, FUN_014310-T1
OG0009615	AH007894-RA	FUN_011720-T2, FUN_011720-T1
OG0009616	AH020510-RA, AH006585-RA	FUN_033997-T1
OG0009617	AH018852-RA	FUN_008078-T1
OG0009618	AH000077-RA	FUN_031712-T2, FUN_031712-T1
OG0009619	AH008073-RA	FUN_011949-T1
OG0009621	AH023172-RA	FUN_029312-T1, FUN_019003-T1
OG0009622	AH015721-RA	FUN_020362-T1, FUN_020362-T2
OG0009624	AH022488-RA	FUN_049333-T1
OG0009625	AH019781-RA, AH013341-RA	FUN_050245-T1
OG0009627	AH006415-RA	FUN_020788-T1
OG0009628	AH021439-RA, AH014882-RA	FUN_034588-T1
OG0009629	AH009870-RA, AH008238-RA	FUN_042591-T1
OG0009630	AH001279-RA	FUN_000929-T1, FUN_000929-T2
OG0009631	AH023190-RA	FUN_029269-T1
OG0009632	AH006165-RA	FUN_020080-T1
OG0009633	AH010953-RA	FUN_052688-T2, FUN_052688-T1
OG0009634	AH011518-RA	FUN_041602-T1
OG0009635	AH014551-RA	FUN_027893-T1
OG0009636	AH000849-RA, AH002236-RA	FUN_051888-T1
OG0009637	AH007977-RA	FUN_042768-T1
OG0009638	AH021077-RA	FUN_027272-T1
OG0009639	AH001113-RA	FUN_027611-T1, FUN_027611-T2
OG0009640	AH014731-RA	FUN_034749-T1
OG0009642	AH014024-RA, AH020722-RA	FUN_015701-T1
OG0009643	AH022455-RA	FUN_007682-T1, FUN_007682-T2
OG0009644	AH010893-RA	FUN_003112-T1
OG0009645	AH005730-RA	FUN_009547-T1
OG0009646	AH021973-RA	FUN_009908-T1
OG0009647	AH011090-RA	FUN_036277-T2, FUN_036277-T3, FUN_036277-T1
OG0009649	AH014823-RA	FUN_037428-T1
OG0009650	AH001504-RA	FUN_015828-T1, FUN_015828-T2
OG0009651	AH012736-RA	FUN_001500-T1
OG0009652	AH019273-RA	FUN_018979-T1, FUN_018979-T2
OG0009653	AH000156-RA	FUN_046712-T1
OG0009654	AH021222-RA	FUN_040463-T1
OG0009655	AH001431-RA	FUN_011453-T1
OG0009656	AH007641-RA	FUN_042634-T1
OG0009657	AH023122-RA	FUN_019084-T3, FUN_019084-T2, FUN_019084-T1
OG0009658	AH000053-RA	FUN_027506-T2, FUN_027506-T1, FUN_027506-T3
OG0009659	AH001160-RA	FUN_027530-T1
OG0009660	AH008063-RA	FUN_029659-T1
OG0009661	AH000252-RA	FUN_042686-T1
OG0009662	AH008207-RA	FUN_009933-T1
OG0009662	AH021500-RA	FUN_035204-T1
OG0009663	AH021982-RA	FUN_032311-T1
OG0009664	AH019154-RA, AH019153-RA	FUN_018871-T1, FUN_018872-T1, FUN_030763-T1
OG0009665	AH010024-RA, AH010025-RA	FUN_046561-T1
OG0009666	AH021691-RA	FUN_004108-T1
OG0009667	AH010190-RA, AH014118-RA, AH014103-RA	FUN_013515-T1
OG0009668	AH012823-RA	FUN_039431-T1
OG0009669	AH014945-RA	FUN_012267-T2, FUN_012267-T1
OG0009670	AH020371-RA	FUN_032869-T1
OG0009672	AH009624-RA	FUN_037327-T1
OG0009673	AH011731-RA	FUN_036312-T1
OG0009674	AH006309-RA	FUN_020757-T1, FUN_020757-T2
OG0009675	AH010883-RA	FUN_003124-T1
OG0009676	AH021244-RA	FUN_031529-T3, FUN_031529-T2, FUN_031529-T1
OG0009677	AH001355-RA	FUN_012729-T1
OG0009678	AH003468-RA	FUN_008434-T1
OG0009680	AH007636-RA	FUN_034983-T1
OG0009681	AH021987-RA	FUN_039467-T1
OG0009682	AH015988-RA	FUN_011937-T1
OG0009683	AH001383-RA	FUN_012689-T1
OG0009684	AH000929-RA	FUN_051803-T1, FUN_039687-T1
OG0009685	AH023072-RA	FUN_030295-T1, FUN_030295-T2
OG0009686	AH012722-RA	FUN_007560-T1
OG0009687	AH003640-RA	FUN_041052-T1
OG0009689	AH006558-RA	FUN_003594-T1
OG0009690	AH007634-RA	FUN_004121-T1
OG0009691	AH011133-RA	FUN_036210-T1, FUN_036210-T2, FUN_052523-T1
OG0009692	AH009564-RA	FUN_048155-T1
OG0009694	AH008778-RA	FUN_048661-T1
OG0009695	AH007229-RA	FUN_020444-T1
OG0009696	AH009717-RA	FUN_049434-T3, FUN_049434-T1, FUN_049434-T2
OG0009697	AH000784-RA, AH002304-RA, AH000785-RA, AH002303-RA	FUN_045775-T1
OG0009699	AH007337-RA	FUN_014906-T1, FUN_008563-T1
OG0009700	AH007547-RA, AH010854-RA	FUN_002517-T1
OG0009701	AH023128-RA, AH023524-RA	FUN_032126-T1, FUN_013002-T1
OG0009702	AH011312-RA, AH018076-RA	FUN_041118-T1
